3426.718954	1.530	24640.062500	1000	1024
2350.276813	8.923	98432.062500	1000	2048
2302.650791	20.492	221376.062500	1000	3072
2254.638499	37.206	393472.062500	1000	4096
2298.178248	57.033	614720.062500	1000	5120
2330.168889	81.000	885120.062500	1000	6144
2325.381030	110.477	1204672.062500	1000	7168
2314.018965	145.005	1573376.062500	1000	8192
2314.926574	183.450	1991232.062500	1000	9216
2313.164559	226.654	2458240.062500	1000	10240
2324.704020	272.890	2974400.062500	1000	11264
2312.397684	326.490	3539712.062500	1000	12288
2308.976703	383.740	4154176.062500	1000	13312
2319.523276	443.024	4817792.062500	1000	14336
2301.828548	512.483	5530560.062500	1000	15360
